,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
53407,MA010120220810582691,새나라슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170600,수정5동,2617010200,수정동,2617010200104490081,1,대지,449,81.0,부산광역시 동구 수정동 449-81,261703125011,부산광역시 동구 망양로,818,1.0,2617010200104490081003317,,부산광역시 동구 망양로 818-1,601815,48777,,,,129.044470122362,35.1350187155596
53436,MA010120220810605225,근대,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2623011100102010073,1,대지,201,73.0,부산광역시 부산진구 개금동 201-73,262302006015,부산광역시 부산진구 가야대로,467,,2623011100102010073017608,,부산광역시 부산진구 가야대로 467,614813,47268,,,,129.02318394807,35.1535167041933
53439,MA010120220810610394,신동슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170520,초량2동,2617010100,초량동,2617010100109740018,1,대지,974,18.0,부산광역시 동구 초량동 974-18,261704181058,부산광역시 동구 망양로486번길,20,,2617010100109740018005253,,부산광역시 동구 망양로486번길 20,601012,48810,,,,129.03445914102,35.1173650457799
53455,MA010120220810582542,광남떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500100260005,1,대지,26,5.0,부산광역시 수영구 남천동 26-5,265003138009,부산광역시 수영구 남천바다로,16,,2650010500100260005017660,세흥시장,부산광역시 수영구 남천바다로 16,613815,48314,,1,,129.112345963859,35.1494228391559
53566,MA010120220810605211,돼지슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800103330001,1,대지,333,1.0,부산광역시 부산진구 부암동 333-1,262304187213,부산광역시 부산진구 동평로127번길,8,,2623010800103330001052104,,부산광역시 부산진구 동평로127번길 8,614839,47139,,,,129.043568459578,35.1666744540626
53630,MA010120220810605193,슈퍼마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2623010900102450036,1,대지,245,36.0,부산광역시 부산진구 당감동 245-36,262304187306,부산광역시 부산진구 백양대로68번길,4,1.0,2623010900102450036009617,,부산광역시 부산진구 백양대로68번길 4-1,614817,47189,,,,129.042153414727,35.1624500889902
53632,MA010120220810605200,슈퍼마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230760,개금3동,2623011100,개금동,2623011100104190018,1,대지,419,18.0,부산광역시 부산진구 개금동 419-18,262304187288,부산광역시 부산진구 백양대로260번길,18,,2623011100104190018040414,,부산광역시 부산진구 백양대로260번길 18,614811,47173,,,,129.022124749032,35.1565813776035
53634,MA010120220810605204,슈퍼마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000104930001,1,대지,493,1.0,부산광역시 부산진구 가야동 493-1,262304187567,부산광역시 부산진구 엄광로134번길,29,7.0,2623011000104930001027479,,부산광역시 부산진구 엄광로134번길 29-7,614802,47390,,,,129.0284170326,35.1463693950104
53635,MA010120220810605205,합천상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800105390000,1,대지,539,,부산광역시 부산진구 부암동 539,262303129006,부산광역시 부산진구 당감로,97,,2623010800105390000035701,,부산광역시 부산진구 당감로 97,614839,47151,,,,129.038038203003,35.1703004977017
53648,MA010120220810600616,일번지마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26530,사상구,26530580,삼락동,2653010100,삼락동,2653010100104180012,1,대지,418,12.0,부산광역시 사상구 삼락동 418-12,265304217218,부산광역시 사상구 사상로277번길,61,,2653010100104180012000805,일번지마트,부산광역시 사상구 사상로277번길 61,617827,46915,,,,128.979064496272,35.1701154536238
53649,MA010120220810605553,롯데상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230600,전포1동,2623010200,전포동,2623010200103390014,1,대지,339,14.0,부산광역시 부산진구 전포동 339-14,262304187425,부산광역시 부산진구 서전로58번길,67,,2623010200103390014017640,,부산광역시 부산진구 서전로58번길 67,614867,47304,,,,129.066267225876,35.1547677169108
53664,MA010120220810587338,의성상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108390035,1,대지,839,35.0,부산광역시 부산진구 범천동 839-35,262304187652,부산광역시 부산진구 자유평화로3번길,32,,2623010400108390035005915,,부산광역시 부산진구 자유평화로3번길 32,614826,47366,,,,129.061518724619,35.1423882135494
53694,MA010120220810587383,진주상회,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108380010,1,대지,838,10.0,부산광역시 부산진구 범천동 838-10,262304006016,부산광역시 부산진구 범일로142번길,36,,2623010400108380000013533,,부산광역시 부산진구 범일로142번길 36,614826,47365,,,,129.061389394638,35.1425696252749
53722,MA010120220810600566,황해상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230570,양정2동,2623010100,양정동,2623010100103120014,1,대지,312,14.0,부산광역시 부산진구 양정동 312-14,262304187242,부산광역시 부산진구 동평로405번길,29,,2623010100103120014029844,,부산광역시 부산진구 동평로405번길 29,614855,47211,,,,129.070155024132,35.1750688005103
53728,MA010120220810611374,퓨전25시,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230540,연지동,2623010600,연지동,2623010600100450003,1,대지,45,3.0,부산광역시 부산진구 연지동 45-3,262304187234,부산광역시 부산진구 동평로265번길,22,,2623010600100450003033383,,부산광역시 부산진구 동평로265번길 22,614859,47123,,,,129.055830381042,35.1718142977196
53765,MA010120220810611710,미니할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000100590001,1,대지,59,1.0,부산광역시 부산진구 가야동 59-1,262304187043,부산광역시 부산진구 가야대로589번길,15,7.0,2623011000100590001039381,,부산광역시 부산진구 가야대로589번길 15-7,614875,47272,,,,129.036711478986,35.1557182957552
53786,MA010120220810583541,청호슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170645,좌천동,2617010300,좌천동,2617010300102290006,1,대지,229,6.0,부산광역시 동구 좌천동 229-6,261704181383,부산광역시 동구 자성로8번길,28,1.0,2617010300102290005002014,,부산광역시 동구 자성로8번길 28-1,601822,48728,,,,129.054753348175,35.1334513625415
53800,MA010120220810592102,뉴칠성슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400110800042,1,대지,1080,42.0,부산광역시 부산진구 범천동 1080-42,262304187046,부산광역시 부산진구 가야대로668번가길,19,,2623010400110800042023060,,부산광역시 부산진구 가야대로668번가길 19,614832,47342,,1,,129.045840879237,35.1555406802794
53811,MA010120220810592143,경북상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230680,당감2동,2623010900,당감동,2623010900109770000,1,대지,977,,부산광역시 부산진구 당감동 977,262302006015,부산광역시 부산진구 가야대로,709,2.0,2623010900109770000000001,,부산광역시 부산진구 가야대로 709-2,614883,47261,,,,129.049289170148,35.157403791313
53825,MA010120220810601175,농심가떡방앗간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2623010900102380002,1,대지,238,2.0,부산광역시 부산진구 당감동 238-2,262304187304,부산광역시 부산진구 백양대로60번길,49,,2623010900102380002009360,,부산광역시 부산진구 백양대로60번길 49,614817,47181,,,,129.042026546371,35.1645514262145
53830,MA010120220810606120,슈퍼24시,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230670,당감1동,2623010900,당감동,2623010900102240004,1,대지,224,4.0,부산광역시 부산진구 당감동 224-4,262302006008,부산광역시 부산진구 백양대로,62,,2623010900102240004049502,,부산광역시 부산진구 백양대로 62,614817,47189,,,,129.042866461904,35.1624169111718
53838,MA010120220810616894,합동상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103520002,1,대지,352,2.0,부산광역시 부산진구 부전동 352-2,262304187385,부산광역시 부산진구 부전로152번길,40,,2623010300103520002023308,,부산광역시 부산진구 부전로152번길 40,614844,47253,,,,129.058077547466,35.1605453283908
53880,MA010120220810579781,썬더치킨화명,,I2,음식,I210,기타 간이,I21006,치킨,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26320,북구,26320530,금곡동,2632010100,금곡동,2632010100118870003,1,대지,1887,3.0,부산광역시 북구 금곡동 1887-3,263203132027,부산광역시 북구 화명신도시로,232,,2632010100118870003016168,지유빌딩,부산광역시 북구 화명신도시로 232,616841,46520,,,,129.011384200749,35.2446562528824
53895,MA010120220810592703,화랑상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400100620262,1,대지,62,262.0,부산광역시 동구 범일동 62-262,261704181204,부산광역시 동구 범일일길,45,,2617010400100620262012729,,부산광역시 동구 범일일길 45,601803,48734,,,,129.058166749576,35.1411555783586
53916,MA010120220810584062,경아슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26290,남구,26290680,문현1동,2629010900,문현동,2629010900100490004,1,대지,49,4.0,부산광역시 남구 문현동 49-4,262903131002,부산광역시 남구 고동골로,128,,2629010900100490004013579,,부산광역시 남구 고동골로 128,608820,48409,,1,,129.075282036596,35.145061180894
53924,MA010120220810571014,럭키연쇄점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400114200006,1,대지,1420,6.0,부산광역시 동구 범일동 1420-6,261703127039,부산광역시 동구 증산로,181,,2617010400114200006016488,,부산광역시 동구 증산로 181,601800,48762,,,,129.051356194652,35.1397636120907
53927,MA010120220810571020,신광상회,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47221,음료 소매업,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400114330008,1,대지,1433,8.0,부산광역시 동구 범일동 1433-8,261703125011,부산광역시 동구 망양로,878,,2617010400114330008007423,,부산광역시 동구 망양로 878,601809,48761,,,,129.048272309176,35.1388799185381
53931,MA010120220810565578,이뿐네,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26710,기장군,26710259,일광읍,2671025922,일광읍,2671025922103950015,1,대지,395,15.0,부산광역시 기장군 일광읍 이천리 395-15,267104220223,부산광역시 기장군 일광읍 이천길,42,,2671031022103950015010383,이천어촌계회관,부산광역시 기장군 일광읍 이천길 42,619913,46042,,1,,129.237508101614,35.2643321438557
53944,MA010120220810575595,선녀할인마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26290,남구,26290630,감만2동,2629011100,감만동,2629011100100340125,1,대지,34,125.0,부산광역시 남구 감만동 34-125,262903131016,부산광역시 남구 석포로,66,1.0,2629011100100340125023539,,부산광역시 남구 석포로 66-1,608800,48539,,,,129.088037326854,35.123872756682
53974,MA010120220810566908,큰손고기,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26470,연제구,26470680,연산4동,2647010200,연산동,2647010200106530020,1,대지,653,20.0,부산광역시 연제구 연산동 653-20,264703137019,부산광역시 연제구 쌍미천로,93,1.0,2647010200106530020000001,,부산광역시 연제구 쌍미천로 93-1,611823,47581,,1,,129.087416451252,35.1811256189665
54037,MA010120220810559787,재호식품,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500103250001,1,대지,325,1.0,부산광역시 사하구 장림동 325-1,263803134022,부산광역시 사하구 장림로,196,,2638010500103250001004202,,부산광역시 사하구 장림로 196,604843,49475,,,,128.970079135155,35.0817328391501
